,观点,情感倾向,具体观点,评论原文,token数,推理时间
491,综合评价好,正面,很好！,- 很好！食材新鲜！新品taco味道很好吃，就是青年版的小了点,1427,18.03680611
492,食材新鲜,正面,食材新鲜！,- 很好！食材新鲜！新品taco味道很好吃，就是青年版的小了点,1427,18.03680611
493,味道好,正面,新品taco味道很好吃,- 很好！食材新鲜！新品taco味道很好吃，就是青年版的小了点,1427,18.03680611
494,份量小,负面,就是青年版的小了点,- 很好！食材新鲜！新品taco味道很好吃，就是青年版的小了点,1427,18.03680611
495,综合评价好,正面,其他都挺好,- 藤椒汉堡的面包胚是冷的，其他都挺好，牛蛙好吃。,1425,8.687757969
496,牛蛙味道好,正面,牛蛙好吃,- 藤椒汉堡的面包胚是冷的，其他都挺好，牛蛙好吃。,1425,8.687757969
497,牛蛙味道好,正面,牛蛙好吃,- 藤椒汉堡的面包胚是冷的，其他都挺好，牛蛙好吃。,1425,5.572398186
498,商品错配,负面,塔可里没有小龙虾，夹了一个奇怪的东西，不知道是什么？？？,- 塔可里没有小龙虾，夹了一个奇怪的东西，不知道是什么？？？咬了一口味道很怪就吐掉了。,1444,13.11072898
499,味道差,负面,咬了一口味道很怪就吐掉了。,- 塔可里没有小龙虾，夹了一个奇怪的东西，不知道是什么？？？咬了一口味道很怪就吐掉了。,1444,13.11072898
500,综合评价好,正面,好吃，爱吃,- 好吃，爱吃，但是蛙是蛙，鸡肉是鸡肉，没有融合的感觉啦，但是蛙很好吃，好想吃蛙蛙小食盘，就是他说没有了，呜呜呜呜,1479,14.65129018
501,牛蛙味道好,正面,但是蛙很好吃,- 好吃，爱吃，但是蛙是蛙，鸡肉是鸡肉，没有融合的感觉啦，但是蛙很好吃，好想吃蛙蛙小食盘，就是他说没有了，呜呜呜呜,1479,14.65129018
502,商品售罄,负面,就是他说没有了,- 好吃，爱吃，但是蛙是蛙，鸡肉是鸡肉，没有融合的感觉啦，但是蛙很好吃，好想吃蛙蛙小食盘，就是他说没有了，呜呜呜呜,1479,14.65129018
503,综合评价好,正面,塔可青年牛蛙鸡排挺有特色,- 塔可青年牛蛙鸡排挺有特色，就是太辣了。,1420,13.62342286
504,牛蛙味道辣,负面,就是太辣了,- 塔可青年牛蛙鸡排挺有特色，就是太辣了。,1420,13.62342286
505,综合评价好,正面,牛蛙塔可不错,- 牛蛙塔可不错，服务也很好，赞,1410,4.407558918
506,综合评价差,负面,牛蛙塔可报吃（bushi） 已推荐给讨厌的同事,- 牛蛙塔可报吃（bushi） 已推荐给讨厌的同事,1419,8.593361139
507,综合评价好,正面,塔可鲜嫩多汁真滴太好吃啦,- 塔可鲜嫩多汁真滴太好吃啦 下次还来！,1419,5.059083223
508,综合评价好,正面,牛蛙塔可，非常克苏鲁,- 牛蛙塔可，非常克苏鲁，哈哈哈哈哈,1415,4.981699944
509,牛蛙肉量多,正面,牛蛙肉好大啊！惊喜,- 牛蛙肉好大啊！惊喜,1407,6.766722918
510,牛蛙有骨头,负面,还以为牛蛙塔可得牛蛙没骨头，一口下去，差点硌牙,- 还以为牛蛙塔可得牛蛙没骨头，一口下去，差点硌牙…不过味道还不错,1436,8.147868156
511,味道好,正面,不过味道还不错,- 还以为牛蛙塔可得牛蛙没骨头，一口下去，差点硌牙…不过味道还不错,1436,8.147868156
512,综合评价好,正面,肯德基牛蛙塔可真的超级好吃呢,- 肯德基牛蛙塔可真的超级好吃呢 配餐小姐姐真的好温柔 配餐的速度真的超级快 分量超级足 配餐小姐姐态度真的超级温柔 下次我还来吃 耶耶耶,1485,14.30996394
513,出餐速度快,正面,配餐的速度真的超级快,- 肯德基牛蛙塔可真的超级好吃呢 配餐小姐姐真的好温柔 配餐的速度真的超级快 分量超级足 配餐小姐姐态度真的超级温柔 下次我还来吃 耶耶耶,1485,14.30996394
514,份量大,正面,分量超级足,- 肯德基牛蛙塔可真的超级好吃呢 配餐小姐姐真的好温柔 配餐的速度真的超级快 分量超级足 配餐小姐姐态度真的超级温柔 下次我还来吃 耶耶耶,1485,14.30996394
515,鸡排分量少,负面,鸡排有点小,- 鸡排有点小，没有完全包裹住美蛙，与宣传图片上的差异太大，希望改进,1432,14.18991494
516,综合评价差,负面,没有完全包裹住美蛙，与宣传图片上的差异太大，希望改进,- 鸡排有点小，没有完全包裹住美蛙，与宣传图片上的差异太大，希望改进,1432,14.18991494
517,味道好,正面,塔可好吃,- 塔可好吃,1398,4.050816059
518,牛蛙肉量少,负面,牛蛙就只是这么点,- 牛蛙就只是这么点,1402,3.947367907
519,综合评价好,正面,非常好吃牛蛙大喜欢,- 非常好吃牛蛙大喜欢,1408,11.5300951
520,牛蛙味道好,正面,非常好吃牛蛙大喜欢,- 非常好吃牛蛙大喜欢,1408,11.5300951
521,牛蛙肉量多,正面,牛蛙的真大,- 牛蛙的真大，真的真的很好。很优惠,1413,14.39785385
522,综合评价好,正面,真的真的很好,- 牛蛙的真大，真的真的很好。很优惠,1413,14.39785385
523,价格便宜,正面,很优惠,- 牛蛙的真大，真的真的很好。很优惠,1413,14.39785385
524,牛蛙味道腥,负面,牛蛙塔可很腥，吃不惯,- 牛蛙塔可很腥，吃不惯，别的都很好,1417,9.712544203
525,综合评价好,正面,别的都很好,- 牛蛙塔可很腥，吃不惯，别的都很好,1417,9.712544203
526,份量小,负面,越做越小了。以前吃过小龙虾塔可，感觉有现在的两倍大都不止,- 越做越小了。以前吃过小龙虾塔可，感觉有现在的两倍大都不止,1428,7.31132102
527,牛蛙肉质嫩,正面,牛蛙非常嫩,- 牛蛙非常嫩！好吃！,1406,9.125474215
528,味道好,正面,好吃,- 牛蛙非常嫩！好吃！,1406,9.125474215
529,综合评价好,正面,塔克好吃,- 塔克好吃,1399,5.422347069
530,牛蛙味道腥,负面,蛙还是有些腥味,- 蛙还是有些腥味，之后的处理希望尽可能避免出现这类情况,1426,7.41634202
531,牛蛙味道腥,负面,蛙还是有些腥味,- 蛙还是有些腥味，之后的处理希望尽可能避免出现这类情况,1426,8.964252949
532,酱料味道一般,负面,牛蛙的酱真的不好吃,- 牛蛙的酱真的不好吃,1406,5.471904039
533,综合评价好,正面,塔可青年 yyds,- 塔可青年 yyds,1400,8.733937025
534,牛蛙味道好,正面,牛蛙挺好吃,- 牛蛙挺好吃,1401,4.85699892
535,综合评价好,正面,新的塔可好吃呀！,- 新的塔可好吃呀！,1402,5.699112892
536,商品漏配,负面,取餐时餐巾纸、番茄酱、跳跳糖、吸管都没给,- 取餐时餐巾纸、番茄酱、跳跳糖、吸管都没给，自己又去要了好几趟，第一次取餐时蛙块暂时没有，等了好久也没有说可以去取，去问服务员，服务员已经忘记了短一份蛙块了。。。。,1497,25.78806114
537,出餐速度慢,负面,第一次取餐时蛙块暂时没有，等了好久也没有说可以去取,- 取餐时餐巾纸、番茄酱、跳跳糖、吸管都没给，自己又去要了好几趟，第一次取餐时蛙块暂时没有，等了好久也没有说可以去取，去问服务员，服务员已经忘记了短一份蛙块了。。。。,1497,25.78806114
538,商品漏配,负面,去问服务员，服务员已经忘记了短一份蛙块了,- 取餐时餐巾纸、番茄酱、跳跳糖、吸管都没给，自己又去要了好几趟，第一次取餐时蛙块暂时没有，等了好久也没有说可以去取，去问服务员，服务员已经忘记了短一份蛙块了。。。。,1497,25.78806114
539,商品漏配,负面,取餐时餐巾纸、番茄酱、跳跳糖、吸管都没给,- 取餐时餐巾纸、番茄酱、跳跳糖、吸管都没给，自己又去要了好几趟，第一次取餐时蛙块暂时没有，等了好久也没有说可以去取，去问服务员，服务员已经忘记了短一份蛙块了。。。。,1497,22.49354815
540,出餐速度慢,负面,第一次取餐时蛙块暂时没有，等了好久也没有说可以去取,- 取餐时餐巾纸、番茄酱、跳跳糖、吸管都没给，自己又去要了好几趟，第一次取餐时蛙块暂时没有，等了好久也没有说可以去取，去问服务员，服务员已经忘记了短一份蛙块了。。。。,1497,22.49354815
541,商品漏配,负面,去问服务员，服务员已经忘记了短一份蛙块了,- 取餐时餐巾纸、番茄酱、跳跳糖、吸管都没给，自己又去要了好几趟，第一次取餐时蛙块暂时没有，等了好久也没有说可以去取，去问服务员，服务员已经忘记了短一份蛙块了。。。。,1497,22.49354815
542,放置时间久,负面,两个新品塔可都放了很久的,- 两个新品塔可都放了很久的，口感特别差,1414,11.90560293
543,口感差,负面,口感特别差,- 两个新品塔可都放了很久的，口感特别差,1414,11.90560293
544,综合评价好,正面,好吃,- 好吃，就是太小，蛙肉鲜嫩,1414,14.11427498
545,份量小,负面,就是太小,- 好吃，就是太小，蛙肉鲜嫩,1414,14.11427498
546,牛蛙肉质嫩,正面,蛙肉鲜嫩,- 好吃，就是太小，蛙肉鲜嫩,1414,14.11427498
547,口感差,负面,牛蛙的新品吃着口感不好,- 牛蛙的新品吃着口感不好，这应该是食材的问题,1418,10.236655
548,食材不新鲜,负面,这应该是食材的问题,- 牛蛙的新品吃着口感不好，这应该是食材的问题,1418,10.236655
549,牛蛙味道好,正面,新的牛蛙很好吃,- 新的牛蛙很好吃,1403,5.380486012
550,鸡排炸得干/硬/焦,负面,塔可的鸡排炸的时间有点久，干老了,- 塔可的鸡排炸的时间有点久，干老了。,1414,9.59561801
551,综合评价一般,中性,牛蛙塔克不是太好吃,- 牛蛙塔克不是太好吃,1407,8.360767126
552,综合评价好,正面,总体的味道很好吃，食材新鲜，都是刚刚新炸好的，体验不错,- 刚刚买来新出的牛蛙塔可青年，总体的味道很好吃，食材新鲜，都是刚刚新炸好的，体验不错,1451,26.66490173
553,味道好,正面,总体的味道很好吃,- 刚刚买来新出的牛蛙塔可青年，总体的味道很好吃，食材新鲜，都是刚刚新炸好的，体验不错,1451,26.66490173
554,食材新鲜,正面,食材新鲜,- 刚刚买来新出的牛蛙塔可青年，总体的味道很好吃，食材新鲜，都是刚刚新炸好的，体验不错,1451,26.66490173
555,整体热/温,正面,都是刚刚新炸好的,- 刚刚买来新出的牛蛙塔可青年，总体的味道很好吃，食材新鲜，都是刚刚新炸好的，体验不错,1451,26.66490173
556,味道一般,中性,牛蛙的调味粉一般般,- 牛蛙的调味粉一般般,1407,5.402950048
557,综合评价好,正面,牛蛙他可还是可以的,- 牛蛙他可还是可以的，服务也挺好的,1409,5.497535944
558,综合评价好,正面,牛蛙塔克好吃,- 牛蛙塔克好吃,1403,6.288810968
559,牛蛙肉量多,正面,牛蛙大腿确实肉多,- 牛蛙大腿确实肉多,1405,5.895616055
560,酱料味道一般,负面,塔可酱不可以换吗，个人不喜欢吃,- 这只全鸡也就四肢好吃，感觉到鸡胸肉占一半难吃，塔可酱不可以换吗，个人不喜欢吃,1449,9.106939316
561,牛蛙肉量多,正面,牛蛙腿肉很多,- 牛蛙腿肉很多,1404,8.966795921
562,鸡排口感硬,负面,鸡排硬,- 牛蛙塔可，鸡排硬，不是很好吃,1414,12.55916286
563,味道差,负面,不是很好吃,- 牛蛙塔可，鸡排硬，不是很好吃,1414,12.55916286
564,牛蛙味道好,正面,牛蛙不错,- 牛蛙不错，就是饼不够大,1408,13.87395716
565,份量小,负面,就是饼不够大,- 牛蛙不错，就是饼不够大,1408,13.87395716
566,出餐速度慢,负面,出餐太慢，2个汉堡，2个塔克青年，出餐用了35分钟。,- 出餐太慢，2个汉堡，2个塔克青年，出餐用了35分钟。,1427,8.500784874
567,综合评价好,正面,牛蛙take不错哦,- 牛蛙take不错哦,1401,5.142047882
568,牛蛙味道差,负面,牛蛙hen不搓,- 牛蛙hen不搓kisskiss,1405,5.265443087
569,商品售罄,负面,牛蛙售罄了换了两个辣翅,- 服务态度超级棒，很愉快的购物，牛蛙售罄了换了两个辣翅,1429,4.888027906
570,酱料配比不合适,负面,那个蛙的调料粉能不能不要直接放,- 那个蛙的调料粉能不能不要直接放。,1410,8.018041134
571,牛蛙味道差,负面,蛙不好吃,- 蛙不好吃,1398,5.530699968
572,食材不新鲜,负面,薯条、鸡块、牛蛙塔可很不新鲜，提前准备好，而且明显超过赏味时间的,- 薯条、鸡块、牛蛙塔可很不新鲜，提前准备好，而且明显超过赏味时间的。其中薯条的油耗味比较重，全鸡中规中矩,1467,12.93103909
573,放置时间久,负面,薯条、鸡块、牛蛙塔可很不新鲜，提前准备好，而且明显超过赏味时间的,- 薯条、鸡块、牛蛙塔可很不新鲜，提前准备好，而且明显超过赏味时间的。其中薯条的油耗味比较重，全鸡中规中矩,1467,12.93103909
574,出餐速度慢,负面,下单约二十分钟后拿到塔可,- 下单约二十分钟后拿到塔可，这个时候吃炸鸡已经冷了。十二点一刻左右到餐厅，里面一片没有收的盘子，让人感觉很不舒服。,1462,23.14073586
575,整体冷/凉,负面,这个时候吃炸鸡已经冷了,- 下单约二十分钟后拿到塔可，这个时候吃炸鸡已经冷了。十二点一刻左右到餐厅，里面一片没有收的盘子，让人感觉很不舒服。,1462,23.14073586
576,不卫生,负面,十二点一刻左右到餐厅，里面一片没有收的盘子，让人感觉很不舒服,- 下单约二十分钟后拿到塔可，这个时候吃炸鸡已经冷了。十二点一刻左右到餐厅，里面一片没有收的盘子，让人感觉很不舒服。,1462,23.14073586
577,放置时间久,负面,薯条是已经炸好很久的那种，不够酥了,- 除了薯条是已经炸好很久的那种，不够酥了，其他的都很好吃，哦对，塔克稍微有一点辣， 里面的牛蛙是有骨头的，不要一口吞，上的还是很快的，整体可以,1484,26.58799529
578,综合评价好,正面,其他的都很好吃,- 除了薯条是已经炸好很久的那种，不够酥了，其他的都很好吃，哦对，塔克稍微有一点辣， 里面的牛蛙是有骨头的，不要一口吞，上的还是很快的，整体可以,1484,26.58799529
579,牛蛙味道辣,负面,塔克稍微有一点辣,- 除了薯条是已经炸好很久的那种，不够酥了，其他的都很好吃，哦对，塔克稍微有一点辣， 里面的牛蛙是有骨头的，不要一口吞，上的还是很快的，整体可以,1484,26.58799529
580,牛蛙有骨头,负面,里面的牛蛙是有骨头的，不要一口吞,- 除了薯条是已经炸好很久的那种，不够酥了，其他的都很好吃，哦对，塔克稍微有一点辣， 里面的牛蛙是有骨头的，不要一口吞，上的还是很快的，整体可以,1484,26.58799529
581,出餐速度快,正面,上的还是很快的,- 除了薯条是已经炸好很久的那种，不够酥了，其他的都很好吃，哦对，塔克稍微有一点辣， 里面的牛蛙是有骨头的，不要一口吞，上的还是很快的，整体可以,1484,26.58799529
582,综合评价一般,中性,整体可以,- 除了薯条是已经炸好很久的那种，不够酥了，其他的都很好吃，哦对，塔克稍微有一点辣， 里面的牛蛙是有骨头的，不要一口吞，上的还是很快的，整体可以,1484,26.58799529
583,综合评价好,正面,服务很棒,- 服务很棒，牛蛙很好吃,1408,7.577763796
584,牛蛙味道好,正面,牛蛙很好吃,- 服务很棒，牛蛙很好吃,1408,7.577763796
585,综合评价好,正面,服务很棒,- 服务很棒，牛蛙很好吃,1408,7.955450058
586,牛蛙味道好,正面,牛蛙很好吃,- 服务很棒，牛蛙很好吃,1408,7.955450058
587,综合评价好,正面,塔克不错,- 塔克不错,1398,6.21227479
588,牛蛙味道好,正面,牛蛙好吃,- 牛蛙好吃,1399,4.418555021
589,商品售罄,中性,龙虾塔克啥时候返啊,- 龙虾塔克啥时候返啊,1409,4.932554245
590,综合评价差,负面,牛蛙塔跟小龙虾塔可比起来，差太多,- 牛蛙塔跟小龙虾塔可比起来，差太多。首先包装简陋，其次味道一塌糊涂，又干又柴，甚至比不上市面上的任何一家炸鸡店。希望官方好好改进，没有好的新产品的话，把原有的好东西继续保持就可以，比如古早的田园脆鸡堡等。,1528,25.22223783
591,包装简陋,负面,首先包装简陋,- 牛蛙塔跟小龙虾塔可比起来，差太多。首先包装简陋，其次味道一塌糊涂，又干又柴，甚至比不上市面上的任何一家炸鸡店。希望官方好好改进，没有好的新产品的话，把原有的好东西继续保持就可以，比如古早的田园脆鸡堡等。,1528,25.22223783
592,味道差,负面,其次味道一塌糊涂,- 牛蛙塔跟小龙虾塔可比起来，差太多。首先包装简陋，其次味道一塌糊涂，又干又柴，甚至比不上市面上的任何一家炸鸡店。希望官方好好改进，没有好的新产品的话，把原有的好东西继续保持就可以，比如古早的田园脆鸡堡等。,1528,25.22223783
593,口感差,负面,又干又柴,- 牛蛙塔跟小龙虾塔可比起来，差太多。首先包装简陋，其次味道一塌糊涂，又干又柴，甚至比不上市面上的任何一家炸鸡店。希望官方好好改进，没有好的新产品的话，把原有的好东西继续保持就可以，比如古早的田园脆鸡堡等。,1528,25.22223783
594,商品错配,负面,两个塔可一个有牛蛙一个没有,- 两个塔可一个有牛蛙一个没有,1406,4.656954765
595,商品错配,负面,两个牛蛙塔可，一个有牛蛙，一个没牛蛙,- 两个牛蛙塔可，一个有牛蛙，一个没牛蛙,1418,5.76429987
596,味道好,正面,塔可很好吃,- 塔可很好吃，小姐姐很热情,1412,4.351284981
597,整体不熟,负面,牛蛙塔可肉是生的,- 牛蛙塔可肉是生的,1404,5.062652826
598,味道好,正面,新牛蛙塔可味道不错！,- 新牛蛙塔可味道不错！,1406,6.356481075
599,牛蛙味道好,正面,新品的牛蛙味道还是不错的,- 新品的牛蛙味道还是不错的,1407,5.561751127
600,整体热/温,正面,第一个taco堂食吃的是热的,- 我购买了两个taco，第一个taco堂食吃的是热的并且口感细嫩吃起来很棒，第二个taco我是外带吃的中间也就过了5分钟左右，在车上食用时发现taco跟第一个taco差别巨大外面的鸡肉很硬没有口感，并且分量比第一个taco小,1509,33.19645476
601,口感好,正面,并且口感细嫩吃起来很棒,- 我购买了两个taco，第一个taco堂食吃的是热的并且口感细嫩吃起来很棒，第二个taco我是外带吃的中间也就过了5分钟左右，在车上食用时发现taco跟第一个taco差别巨大外面的鸡肉很硬没有口感，并且分量比第一个taco小,1509,33.19645476
602,整体冷/凉,负面,第二个taco我是外带吃的中间也就过了5分钟左右，在车上食用时发现taco跟第一个taco差别巨大,- 我购买了两个taco，第一个taco堂食吃的是热的并且口感细嫩吃起来很棒，第二个taco我是外带吃的中间也就过了5分钟左右，在车上食用时发现taco跟第一个taco差别巨大外面的鸡肉很硬没有口感，并且分量比第一个taco小,1509,33.19645476
603,鸡排口感硬,负面,外面的鸡肉很硬没有口感,- 我购买了两个taco，第一个taco堂食吃的是热的并且口感细嫩吃起来很棒，第二个taco我是外带吃的中间也就过了5分钟左右，在车上食用时发现taco跟第一个taco差别巨大外面的鸡肉很硬没有口感，并且分量比第一个taco小,1509,33.19645476
604,份量小,负面,并且分量比第一个taco小,- 我购买了两个taco，第一个taco堂食吃的是热的并且口感细嫩吃起来很棒，第二个taco我是外带吃的中间也就过了5分钟左右，在车上食用时发现taco跟第一个taco差别巨大外面的鸡肉很硬没有口感，并且分量比第一个taco小,1509,33.19645476
605,综合评价好,正面,牛蛙塔可青年（传奇港式风味）好吃,- 牛蛙塔可青年（传奇港式风味）好吃,1417,8.215881109
606,综合评价好,正面,牛蛙塔克挺好吃的，用餐体验不错，服务好,- 牛蛙塔克挺好吃的，用餐体验不错，服务好，香骨鸡也很好吃,1433,5.966128111
607,综合评价差,负面,新品塔克不好吃,- 新品塔克不好吃,1401,4.773350954
608,整体不熟,负面,塔可的鸡肉不熟,- 塔可的鸡肉不熟，吃完一口血腥味,1418,8.80085516
609,味道差,负面,吃完一口血腥味,- 塔可的鸡肉不熟，吃完一口血腥味,1418,8.80085516
610,出餐速度慢,负面,我买的两个塔可，东西已经有了，我说我等的着急能不能先给我做，服务员说要按顺序来，结果236做完后，服务员去打可乐了，我是237，又不给我按顺序做了,- 以后 不会再来这家店，人不多，我买的两个塔可，东西已经有了，我说我等的着急能不能先给我做，服务员说要按顺序来，结果236做完后，服务员去打可乐了，我是237，又不给我按顺序做了，非常生气,1488,13.570678
611,综合评价好,正面,非常好,- 非常好 牛蛙汁水多 好吃,1410,12.24246216
612,牛蛙肉质嫩,正面,牛蛙汁水多,- 非常好 牛蛙汁水多 好吃,1410,12.24246216
613,味道好,正面,好吃,- 非常好 牛蛙汁水多 好吃,1410,12.24246216
614,综合评价一般,中性,来尝鲜的，和同事的混着吃，觉得小龙虾塔可会好一点。,- 来尝鲜的，和同事的混着吃，觉得小龙虾塔可会好一点。,1426,7.20550704
615,牛蛙新鲜度差,负面,牛蛙不新鲜,- 牛蛙不新鲜还有骨头,1407,9.110610962
616,牛蛙有骨头,负面,还有骨头,- 牛蛙不新鲜还有骨头,1407,9.110610962
617,综合评价一般,中性,肯德基居然出牛蛙？,- 肯德基居然出牛蛙？,1406,8.477174997
618,出餐速度慢,负面,出餐太慢了 点了两个塔可已经做好了迟迟不配餐,- 出餐太慢了 点了两个塔可已经做好了迟迟不配餐。最后是门口的服务员小姐姐过来配的 很不满意,1449,13.24709916
619,综合评价差,负面,最后是门口的服务员小姐姐过来配的 很不满意,- 出餐太慢了 点了两个塔可已经做好了迟迟不配餐。最后是门口的服务员小姐姐过来配的 很不满意,1449,13.24709916
620,牛蛙味道腥,负面,牛蛙太腥了,- 牛蛙太腥了…口感不好,1407,9.412047148
621,口感差,负面,口感不好,- 牛蛙太腥了…口感不好,1407,9.412047148
622,综合评价差,负面,塔可太难吃了,- 塔可太难吃了，炸的一点不脆,1413,10.53104782
623,鸡排酥脆度差,负面,炸的一点不脆,- 塔可太难吃了，炸的一点不脆,1413,10.53104782
624,出餐速度慢,负面,备餐出奇的慢，作为新品塔可居然没有一定量的储备，等了好久，即使前台工作者不断催促后厨,- 备餐出奇的慢，作为新品塔可居然没有一定量的储备，等了好久，即使前台工作者不断催促后厨,1444,8.789417028
625,综合评价好,正面,新的塔可很好吃,- 新的塔可很好吃，牛蛙肉非常嫩,1414,13.66351509
626,牛蛙肉质嫩,正面,牛蛙肉非常嫩,- 新的塔可很好吃，牛蛙肉非常嫩,1414,13.66351509
627,综合评价好,正面,牛蛙塔可很棒哦,- 牛蛙塔可很棒哦,1405,6.203270912
628,综合评价好,正面,塔可做的很完美,- 塔可做的很完美,1402,4.112323046
629,牛蛙味道好,正面,牛蛙好吃,- 牛蛙好吃,1399,5.555085897
630,综合评价好,正面,尝了新品塔可很好吃！,- 尝了新品塔可很好吃！,1405,5.398585796
631,综合评价好,正面,体验很好，餐厅很干净,- 体验很好，餐厅很干净。不过还是喜欢吃小龙虾塔可，希望再次回归,1438,5.277302027
632,出餐速度慢,负面,等餐等了很久,- 等餐等了很久，而且有一个牛蛙塔可的鸡肉像没完全熟啊！！,1433,12.54983401
633,整体不熟,负面,而且有一个牛蛙塔可的鸡肉像没完全熟啊,- 等餐等了很久，而且有一个牛蛙塔可的鸡肉像没完全熟啊！！,1433,12.54983401
634,味道差,负面,塔可味道不是很接受,- 塔可味道不是很接受。,1405,4.650229692
635,综合评价差,负面,塔克吃着怪怪的,- 塔克吃着怪怪的包裹着牛蛙的皮软踏踏的像放了很久，原味鸡也是没有汁水很干感觉像剩了很久的。,1462,21.57383204
636,放置时间久,负面,包裹着牛蛙的皮软踏踏的像放了很久,- 塔克吃着怪怪的包裹着牛蛙的皮软踏踏的像放了很久，原味鸡也是没有汁水很干感觉像剩了很久的。,1462,21.57383204
637,鸡排口感硬,负面,原味鸡也是没有汁水很干感觉像剩了很久的,- 塔克吃着怪怪的包裹着牛蛙的皮软踏踏的像放了很久，原味鸡也是没有汁水很干感觉像剩了很久的。,1462,21.57383204
638,综合评价好,正面,整体可以的,- 作为麦肯德汉混徒，一心支持汉堡业的蓬勃发展。肯家新品基本都会尝试，今天试了牛蛙塔可，味道还行，小龙虾塔可里面龙虾太少了，整体可以的,1481,9.224617958
639,味道一般,中性,牛蛙塔可，味道还行,- 作为麦肯德汉混徒，一心支持汉堡业的蓬勃发展。肯家新品基本都会尝试，今天试了牛蛙塔可，味道还行，小龙虾塔可里面龙虾太少了，整体可以的,1481,9.224617958
640,牛蛙肉质嫩,正面,牛蛙口感可以,- 牛蛙口感可以，但是鸡排食之无味，需要搭配酱料改进增加鸡排口感。,1432,14.25443006
641,鸡排口感差,负面,鸡排食之无味,- 牛蛙口感可以，但是鸡排食之无味，需要搭配酱料改进增加鸡排口感。,1432,14.25443006
642,酱料配比不合适,负面,需要搭配酱料改进增加鸡排口感,- 牛蛙口感可以，但是鸡排食之无味，需要搭配酱料改进增加鸡排口感。,1432,14.25443006
643,味道好,正面,好吃是好吃,- 好吃是好吃就是这个塔可量太少了,1412,9.681563854
644,份量小,负面,就是这个塔可量太少了,- 好吃是好吃就是这个塔可量太少了,1412,9.681563854
645,综合评价一般,中性,就是新出的牛蛙塔克有点一般般,- 就是新出的牛蛙塔克有点一般般,1413,6.220734835
646,牛蛙味道辣,负面,牛蛙塔可吃着太辣了,- 牛蛙塔可吃着太辣了，希望可以出微辣和其他口味的，服务态度一般，总体多加改善才是,1442,13.05660796
647,综合评价一般,中性,服务态度一般，总体多加改善才是,- 牛蛙塔可吃着太辣了，希望可以出微辣和其他口味的，服务态度一般，总体多加改善才是,1442,13.05660796
648,综合评价好,正面,服务好,- 服务好  塔克好吃,1403,6.36622715
649,味道好,正面,塔克好吃,- 服务好  塔克好吃,1403,6.36622715
650,份量小,负面,龙虾塔克里的龙虾少了一点,- 龙虾塔克里的龙虾少了一点，建议多放点,1416,4.697508097
651,放置时间久,负面,这次牛蛙塔可放的时间太久,- 这次牛蛙塔可放的时间太久，口感很差,1416,10.80788898
652,口感差,负面,口感很差,- 这次牛蛙塔可放的时间太久，口感很差,1416,10.80788898
653,综合评价差,负面,就这？这叫塔可？,- 就这？这叫塔可？,1401,6.014277935
654,牛蛙肉量少,负面,就是感觉就吃了蛙的两条腿,- 就是感觉就吃了蛙的两条腿，有点不值,1415,15.62753987
